07.04.2025;Auftraggeber: Han Drakh Zahlungsreferenz: Yoda Noonian, Wiwo, LaSp 2025 IBAN Auftraggeber: AT598687172800383017 BIC Auftraggeber: OEVMLFGECFI;07.04.2025;25,00;EUR;07.04.2025 00:49:15:778
09.04.2025;ONLINE BANKING VOM 08.04 UM 21:25 Empfänger: Ro Sybok Zahlungsreferenz: Morden Ferengi Krusty Ren Empfänger: AT210219062520635531 BIC Empfänger: BHFPKXRHQWT;09.04.2025;-368,19;EUR;08.04.2025 21:25:59:306
09.04.2025;ONLINE BANKING VOM 08.04 UM 21:26 Empfänger: Ro Sybok Zahlungsreferenz: Neville Chalmers IBAN Empfänger: AT210219062520635531 BIC Empfänger: BHFPKXRHQWT;09.04.2025;-6,00;EUR;08.04.2025 21:26:46:043
09.04.2025;ONLINE BANKING VOM 08.04 UM 21:27 Empfänger: Seven Ferengi Zahlungsreferenz: Kosh Romulan IBAN Empfänger: AT413858992957142826 BIC Empfänger: JDRORJ8G264;09.04.2025;-134,30;EUR;08.04.2025 21:27:48:642
10.04.2025;ONLINE BANKING VOM 09.04 UM 18:21 Empfänger: Leonard Borg Zahlungsreferenz: Kayshon Zoidberg IBAN Empfänger: AT558085500502999979 BIC Empfänger: BHFPKXRHQWT;10.04.2025;-141,00;EUR;09.04.2025 18:21:19:630
10.04.2025;ONLINE BANKING VOM 09.04 UM 18:23 Empfänger: Leonard Borg Zahlungsreferenz: Viktor Kryze IBAN Empfänger: AT558085500502999979 BIC Empfänger: BHFPKXRHQWT;10.04.2025;-2,58;EUR;09.04.2025 18:23:15:978
10.04.2025;ONLINE BANKING VOM 09.04 UM 18:26 Empfänger: Leonard Borg Zahlungsreferenz: Harry Skywalker IBAN Empfänger: AT558085500502999979 BIC Empfänger: BHFPKXRHQWT;10.04.2025;-11,82;EUR;09.04.2025 18:26:12:163
10.04.2025;Auftraggeber: Kosh Nahasapeemapetilon Verwendungszweck: Cedric Spiner, Snake Tuvok 2025 IBAN Auftraggeber: AT956694404754781146 BIC Auftraggeber: PTYZPXVPR99;10.04.2025;220,00;EUR;10.04.2025 12:03:54:323
11.04.2025;Auftraggeber: Ivanova Yar Verwendungszweck: LaSp25 Diwoky, Clancy Scotty Auftraggeber: AT121101765882999421 BIC Auftraggeber: OEVMLFGECFI;11.04.2025;25,00;EUR;11.04.2025 00:48:56:094
11.04.2025;Auftraggeber: Abraham Hagrid Zahlungsreferenz: LaSp25 Berghold, Lurleen Sybok Auftraggeber: AT927755525738125101 BIC Auftraggeber: XEBWHK2JXPD;11.04.2025;25,00;EUR;11.04.2025 05:55:41:609
15.04.2025;Auftraggeber: Worf Allan Verwendungszweck: Ezri Fett IBAN Auftraggeber: AT899398152007418018 BIC Auftraggeber: WLJLTL9ZDUC;15.04.2025;85,00;EUR;15.04.2025 00:43:20:327
15.04.2025;Auftraggeber: JeanLuc Longbottom Verwendungszweck: Ginny Delacour, WiWö Jadzia Solo Auftraggeber: AT796735236859513494 BIC Auftraggeber: FHKCKD9UZCX;15.04.2025;25,00;EUR;15.04.2025 00:43:26:362
15.04.2025;Auftraggeber: NaToth Cardassia Verwendungszweck: Todd Chekov, RaRo, SoLa 2025 IBAN Auftraggeber: AT783773862289953623 BIC Auftraggeber: WLJLTL9ZDUC;15.04.2025;450,00;EUR;15.04.2025 00:43:48:933
22.04.2025;Auftraggeber: Seven Ferengi Zahlungsreferenz: Wiggum TaLon Auftraggeber: AT413858992957142826 BIC Auftraggeber: JDRORJ8G264;18.04.2025;15,00;EUR;18.04.2025 19:12:10:460
28.04.2025;ONLINE BANKING VOM 26.04 UM 10:16 Empfänger: Susan Locarno Zahlungsreferenz: Resourcenpark 05.04.2025 IBAN Empfänger: AT256172115622299831 BIC Empfänger: JDRORJ8G264;28.04.2025;-33,20;EUR;26.04.2025 10:16:16:841
28.04.2025;Zahlungsempfänger: A1 Telekom Austria AG Verwendungszweck: A1 IPNAELTO 04/25 361915635/1 001328411043 325167 IBAN Zahlungsempfänger: AT887990026006200335 BIC Zahlungsempfänger: PVOPBWOPYAX Empfänger-Kennung: AT75XRX84898119837 Auftraggeberreferenz: 361915635325167 Mandat: 0006000073278160, 06.02.2018;28.04.2025;-46,96;EUR;28.04.2025 00:32:49:835
30.04.2025;Auftraggeber: Kira Talos Verwendungszweck: Losgeld 2025 IBAN Auftraggeber: AT433492017351510693 BIC Auftraggeber: WLJLTL9ZDUC;30.04.2025;698,00;EUR;30.04.2025 00:49:40:839
30.04.2025;Auftraggeber: Lyta VanHouten Zahlungsreferenz: Vir Mayweather, CaEx, SoLa 2025 IBAN Auftraggeber: AT246833472559210926 BIC Auftraggeber: MVYJHN5P851;30.04.2025;450,00;EUR;30.04.2025 06:51:42:095
02.05.2025;ONLINE BANKING VOM 01.05 UM 19:48 Empfänger: Barney Erso Zahlungsreferenz: GKar NaKal Saru Garibaldi IBAN Empfänger: AT434912215859290488 BIC Empfänger: WLJLTL9ZDUC;02.05.2025;-235,90;EUR;01.05.2025 19:48:03:944
02.05.2025;ONLINE BANKING VOM 01.05 UM 19:53 Empfänger: Stadt Graz (Stadthauptkasse/OG) Zahlungsreferenz: RZ0675/2021-0003 IBAN Empfänger: AT453071882743237572 BIC Empfänger: BHFPKXRHQWT;02.05.2025;-35,31;EUR;01.05.2025 19:53:02:365
02.05.2025;Auftraggeber: Ahsoka Krustofsky Zahlungsreferenz: Albus Troi IBAN Auftraggeber: AT392730988497714904 BIC Auftraggeber: WLJLTL9ZDUC;02.05.2025;97,00;EUR;02.05.2025 00:30:06:503
02.05.2025;ONLINE BANKING VOM 02.05 UM 11:36 Empfänger: Homer Bester Zahlungsreferenz: Graz12 Landesspiel 2025 IBAN Empfänger: AT561938153491947690 BIC Empfänger: SNLDBD0FVWE;02.05.2025;-225,00;EUR;02.05.2025 11:36:06:874
05.05.2025;Auftraggeber: Sabine Kirk Zahlungsreferenz: Sirius Shran, CaEx, SoLa 2024 IBAN Auftraggeber: AT172210466962390633 BIC Auftraggeber: SNLDBD0FVWE Auftraggeberreferenz: Sirius Shran, CaEx, SoLa 2024;05.05.2025;450,00;EUR;05.05.2025 00:45:35:068
05.05.2025;Auftraggeber: Ro Sybok Verwendungszweck: Chief Troi Auftraggeber: AT210219062520635531 BIC Auftraggeber: BHFPKXRHQWT;05.05.2025;19,00;EUR;05.05.2025 00:52:40:386
07.05.2025;Zahlungsempfänger: Energie Steiermark Leonard Kosh Verwendungszweck: Travis Moody.Nr. 24617784 E Stmk.Leonard Kosh USt 20% 32,67 IBAN Zahlungsempfänger: AT479329170656264317 BIC Zahlungsempfänger: SNLDBD0FVWE Empfänger-Kennung: AT479329170656264317 Auftraggeberreferenz: 400191899001 Mandat: 1476508, 01.02.2018;07.05.2025;-196,00;EUR;07.05.2025 01:05:41:424
09.05.2025;Auftraggeber: Terri Cardassia Verwendungszweck: Wiggum TaLon Auftraggeber: AT810106028893490557 BIC Auftraggeber: WLJLTL9ZDUC;09.05.2025;50,00;EUR;09.05.2025 00:43:24:569
15.05.2025;Zahlungsempfänger: Stadt Graz Verwendungszweck: Gemeindeabgaben/690000029497/St.-Veiter-Strasse 78 / 8046 Graz/6904000 7650 IBAN Zahlungsempfänger: AT450252901561159558 BIC Zahlungsempfänger: BHFPKXRHQWT Empfänger-Kennung: AT48CKZ10851446891 Auftraggeberreferenz: 005006093218 Mandat: 000000017956, 28.11.2024;15.05.2025;-161,90;EUR;15.05.2025 01:17:24:271
21.05.2025;ONLINE BANKING VOM 20.05 UM 20:54 Empfänger: Pfadfindergrupper Graz 2 Verwendungszweck: 1 xZelt- & Pavillon-Imprägnierung - 10l IBAN Empfänger: AT658770687641110608 BIC Empfänger: SNLDBD0FVWE;21.05.2025;-62,67;EUR;20.05.2025 20:54:42:119
21.05.2025;ONLINE BANKING VOM 20.05 UM 21:00 Empfänger: Ginny Ferengi Zahlungsreferenz: Spock Burns Neville Dukat Empfänger: AT353074996780118996 BIC Empfänger: WLJLTL9ZDUC;21.05.2025;-5,08;EUR;20.05.2025 21:00:34:782
21.05.2025;ONLINE BANKING VOM 20.05 UM 21:08 Empfänger: Kent Chang Zahlungsreferenz: 9864858445 IBAN Empfänger: AT488835667729512064 BIC Empfänger: BHFPKXRHQWT;21.05.2025;-80,64;EUR;20.05.2025 21:08:33:528
21.05.2025;ONLINE BANKING VOM 20.05 UM 21:12 Empfänger: Homer Bester Zahlungsreferenz: Graz12 Landesspiel 2025 IBAN Empfänger: AT561938153491947690 BIC Empfänger: SNLDBD0FVWE;21.05.2025;-25,00;EUR;20.05.2025 21:12:26:111
21.05.2025;ONLINE BANKING VOM 20.05 UM 21:17 Empfänger: Odo Uhura Zahlungsreferenz: Lotterieeinnahmen 2025/816/Graz12 IBAN Empfänger: AT441277556626408593 BIC Empfänger: ZPILNKLBHIM;21.05.2025;-884,00;EUR;20.05.2025 21:17:04:665
26.05.2025;Zahlungsempfänger: A1 Telekom Austria AG Verwendungszweck: A1 IPNAELTO 05/25 361915635/1 001331834343 505444 IBAN Zahlungsempfänger: AT887990026006200335 BIC Zahlungsempfänger: PVOPBWOPYAX Empfänger-Kennung: AT75XRX84898119837 Auftraggeberreferenz: 361915635505444 Mandat: 0006000073278160, 06.02.2018;26.05.2025;-46,82;EUR;26.05.2025 00:36:43:321
05.06.2025;Zahlungsempfänger: Energie Steiermark Leonard Kosh Verwendungszweck: Travis Moody.Nr. 24617784 E Stmk.Leonard Kosh USt 20% 32,67 IBAN Zahlungsempfänger: AT479329170656264317 BIC Zahlungsempfänger: SNLDBD0FVWE Empfänger-Kennung: AT479329170656264317 Auftraggeberreferenz: 400191899001 Mandat: 1476508, 01.02.2018;05.06.2025;-196,00;EUR;05.06.2025 00:52:42:557
06.06.2025;Auftraggeber: Fleur Lwaxana Zahlungsreferenz: Rey Mariner GKar NaKal 2025 IBAN Auftraggeber: AT621500942527707494 BIC Auftraggeber: BHFPKXRHQWT;06.06.2025;220,00;EUR;06.06.2025 01:12:09:408
06.06.2025;Auftraggeber: Fleur Lwaxana Zahlungsreferenz: ObiWan Szyslak Delenn Noonian 2025 IBAN Auftraggeber: AT621500942527707494 BIC Auftraggeber: BHFPKXRHQWT;06.06.2025;100,00;EUR;06.06.2025 01:12:09:694
10.06.2025;Auftraggeber: Ro Lwaxana Verwendungszweck: Rey Mariner Waylon Vulcan SS25 IBAN Auftraggeber: AT157099137804707363 BIC Auftraggeber: SNLDBD0FVWE;10.06.2025;60,00;EUR;10.06.2025 00:19:08:217
10.06.2025;Auftraggeber: Ro Lwaxana Verwendungszweck: ObiWan Szyslak Wiwö Jahresbeitrag SS25 IBAN Auftraggeber: AT157099137804707363 BIC Auftraggeber: SNLDBD0FVWE;10.06.2025;60,00;EUR;10.06.2025 00:19:09:769
10.06.2025;Auftraggeber: Ro Lwaxana Verwendungszweck: TPol Georgiou Rod Bridger SS25 IBAN Auftraggeber: AT157099137804707363 BIC Auftraggeber: SNLDBD0FVWE;10.06.2025;60,00;EUR;10.06.2025 00:19:09:799
10.06.2025;Auftraggeber: Carl Ren Zahlungsreferenz: Todd Bester, GuSp, SoLa 2025 IBAN Auftraggeber: AT946175414944909236 BIC Auftraggeber: SNLDBD0FVWE;10.06.2025;220,00;EUR;10.06.2025 00:27:30:249
10.06.2025;Auftraggeber: Julian Tano Zahlungsreferenz: Naomi Narn, GKar NaKal 2025 IBAN Auftraggeber: AT228845201841451787 BIC Auftraggeber: SNLDBD0FVWE;10.06.2025;220,00;EUR;10.06.2025 00:29:18:444
10.06.2025;Auftraggeber: Carl Kelvin Zahlungsreferenz: Ned Freeman, Snake Tuvok 2025 IBAN Auftraggeber: AT353843346958493838 BIC Auftraggeber: SNLDBD0FVWE;10.06.2025;220,00;EUR;10.06.2025 00:36:15:497
11.06.2025;Auftraggeber: Data Scotty Verwendungszweck: Fink, Niklas, GuSp, SoLa2025 IBAN Auftraggeber: AT275727178711965963 BIC Auftraggeber: OEVMLFGECFI;11.06.2025;220,00;EUR;11.06.2025 00:47:25:055
11.06.2025;Auftraggeber: Krusty LaForge Verwendungszweck: BPRP/2025-06-09/0014/KautionR/ Graz12 IBAN Auftraggeber: AT561608326358146625 BIC Auftraggeber: ZPILNKLBHIM;11.06.2025;150,00;EUR;11.06.2025 00:48:30:999
11.06.2025;Auftraggeber: Ivanova Yar Zahlungsreferenz: Icheb Weyoun, GuSp, SoLa 2025 IBAN Auftraggeber: AT121101765882999421 BIC Auftraggeber: OEVMLFGECFI;11.06.2025;220,00;EUR;11.06.2025 00:49:37:969
12.06.2025;Auftraggeber: Seven Ferengi Zahlungsreferenz: Wiggum TaLon Auftraggeber: AT413858992957142826 BIC Auftraggeber: JDRORJ8G264;11.06.2025;20,00;EUR;11.06.2025 20:43:04:927
12.06.2025;Auftraggeber: Lyta Windu Verwendungszweck: SoLa 2025 Nog Cole Molly Worf Auftraggeber: AT852683804853733953 BIC Auftraggeber: BHFPKXRHQWT;12.06.2025;220,00;EUR;12.06.2025 13:44:15:902
13.06.2025;Auftraggeber: Kent Brockman Verwendungszweck: Wiggum TaLon Auftraggeber: AT680342940834349518 BIC Auftraggeber: WLJLTL9ZDUC;13.06.2025;5,00;EUR;13.06.2025 01:56:49:344
13.06.2025;Auftraggeber: Han Drakh Verwendungszweck: Sabine Lovegood, Wiwo, SoLa 2025 IBAN Auftraggeber: AT598687172800383017 BIC Auftraggeber: OEVMLFGECFI;13.06.2025;100,00;EUR;13.06.2025 01:59:52:695
13.06.2025;Auftraggeber: Han Drakh Verwendungszweck: Yoda Noonian, Wiwo, SoLa 2025 IBAN Auftraggeber: AT598687172800383017 BIC Auftraggeber: OEVMLFGECFI;13.06.2025;100,00;EUR;13.06.2025 01:59:52:816
16.06.2025;Auftraggeber: James McClure Verwendungszweck: Data TaLon, Wiwö, Sola 2025 Ned Chalmers Auftraggeber: AT248831763654859531 BIC Auftraggeber: BHFPKXRHQWT;16.06.2025;100,00;EUR;16.06.2025 06:20:33:391
20.06.2025;ONLINE BANKING VOM 19.06 UM 09:44 Empfänger: Delenn Ferengi Zahlungsreferenz: ABR-00385 IBAN Empfänger: AT562191795020067973 BIC Empfänger: JDRORJ8G264 Auftraggeberreferenz: Quark Plo;20.06.2025;-120,00;EUR;19.06.2025 09:44:44:879
20.06.2025;ONLINE BANKING VOM 19.06 UM 09:47 Empfänger: Odo Uhura Zahlungsreferenz: UNT26 Graz12 Seven Sato Empfänger: AT510479514515171892 BIC Empfänger: ZPILNKLBHIM;20.06.2025;-140,00;EUR;19.06.2025 09:47:23:365
20.06.2025;ONLINE BANKING VOM 19.06 UM 09:54 Empfänger: Luann VanHouten Zahlungsreferenz: Anakin Rutherford IBAN Empfänger: AT899398152007418018 BIC Empfänger: WLJLTL9ZDUC Auftraggeberreferenz: 80450250283239;20.06.2025;-21,60;EUR;19.06.2025 09:54:51:943
20.06.2025;ONLINE BANKING VOM 19.06 UM 09:59 Empfänger: Kira Talos Zahlungsreferenz: Neville Talos IBAN Empfänger: AT433492017351510693 BIC Empfänger: WLJLTL9ZDUC;20.06.2025;-10,98;EUR;19.06.2025 09:59:01:698
20.06.2025;ONLINE BANKING VOM 19.06 UM 10:03 Empfänger: Scoutladen GmbH & Co. KG Zahlungsreferenz: 124930 IBAN Empfänger: DE38276716085459711307 BIC Empfänger: HGSAMA99WW2 Auftraggeberreferenz: D39201;20.06.2025;-400,00;EUR;19.06.2025 10:03:23:208
20.06.2025;ONLINE BANKING VOM 19.06 UM 10:17 Empfänger: Freeman Spock Zahlungsreferenz: 80056999 IBAN Empfänger: AT362992565363253107 BIC Empfänger: OEVMLFGECFI Auftraggeberreferenz: AR451640;20.06.2025;-1007,31;EUR;19.06.2025 10:17:10:046
20.06.2025;Auftraggeber: Ivanova Scotty Verwendungszweck: Zingerle-Kronman, Arno, WiWo, SoLa25 IBAN Auftraggeber: DE75144960918354819018 BIC Auftraggeber: QCREIUA8125;20.06.2025;100,00;EUR;20.06.2025 09:08:10:600
23.06.2025;Auftraggeber: Neville Neelix Verwendungszweck: BElanna Wesley, GuSp, SoLa 2025 - Restzahlung 220 von 370 IBAN Auftraggeber: AT191645562429272003 BIC Auftraggeber: SNLDBD0FVWE;23.06.2025;220,00;EUR;23.06.2025 00:35:56:752
23.06.2025;Auftraggeber: Montgomery Fett Zahlungsreferenz: Sommerlager 25 Pavel Black IBAN Auftraggeber: AT787921849941950920 BIC Auftraggeber: BHFPKXRHQWT;23.06.2025;220,00;EUR;23.06.2025 13:44:37:606
23.06.2025;Auftraggeber: Ro Sybok Zahlungsreferenz: Ginny Sybok, Snake Tuvok 2025 IBAN Auftraggeber: AT210219062520635531 BIC Auftraggeber: BHFPKXRHQWT;23.06.2025;250,00;EUR;23.06.2025 13:44:38:375
24.06.2025;ONLINE BANKING VOM 24.06 UM 15:01 Empfänger: Leonard Borg Zahlungsreferenz: Leiter Spaßaktion IBAN Empfänger: AT558085500502999979 BIC Empfänger: BHFPKXRHQWT;24.06.2025;-120,00;EUR;24.06.2025 15:01:24:863
26.06.2025;Zahlungsempfänger: A1 Telekom Austria AG Verwendungszweck: A1 IPNAELTO 06/25 361915635/1 001335259220 433054 IBAN Zahlungsempfänger: AT887990026006200335 BIC Zahlungsempfänger: PVOPBWOPYAX Empfänger-Kennung: AT75XRX84898119837 Auftraggeberreferenz: 361915635433054 Mandat: 0006000073278160, 06.02.2018;26.06.2025;-46,32;EUR;26.06.2025 00:48:25:163
27.06.2025;Auftraggeber: Rubeus Rutherford Zahlungsreferenz: Tom Vulcan, Wichtl, SoLa 2025 IBAN Auftraggeber: AT199808786596065925 BIC Auftraggeber: SNLDBD0FVWE;27.06.2025;100,00;EUR;27.06.2025 13:55:05:542
30.06.2025;Auftraggeber: Ivanova Yar Zahlungsreferenz: NaToth Ivanova, WiWo, SoLa 2025 IBAN Auftraggeber: AT121101765882999421 BIC Auftraggeber: OEVMLFGECFI;30.06.2025;100,00;EUR;30.06.2025 00:45:42:577
30.06.2025;Zahlungsreferenz: Travis Spiner;01.07.2025;-0,39;EUR;30.06.2025 21:12:52:816
30.06.2025;Zahlungsreferenz: Comic Lupin ELBA;01.07.2025;-6,44;EUR;30.06.2025 21:12:52:817
30.06.2025;Zahlungsreferenz: 0,033 %     Umsatzprovision;01.07.2025;-7,00;EUR;30.06.2025 21:12:52:817
30.06.2025;Zahlungsreferenz: Mace Krum Kathryn Calrissian;01.07.2025;-11,13;EUR;30.06.2025 21:12:52:817
30.06.2025;Zahlungsreferenz: Kontoführung;01.07.2025;-21,30;EUR;30.06.2025 21:12:52:821
30.06.2025;Zahlungsreferenz: Buchungsentgelt;01.07.2025;-33,75;EUR;30.06.2025 21:12:52:821
01.07.2025;Auftraggeber: Kathryn Neroon Verwendungszweck: Lennier Q, WiWö, Sommerlager 2025 IBAN Auftraggeber: AT633681055590571654 BIC Auftraggeber: WLJLTL9ZDUC;01.07.2025;250,00;EUR;01.07.2025 04:34:20:167
02.07.2025;ONLINE BANKING VOM 01.07 UM 19:23 Empfänger: Luann VanHouten Zahlungsreferenz: WiWö Shaxs Nahasapeemapetilon Empfänger: AT899398152007418018 BIC Empfänger: WLJLTL9ZDUC;02.07.2025;-5,97;EUR;01.07.2025 19:23:50:007
02.07.2025;ONLINE BANKING VOM 01.07 UM 19:31 Empfänger: Delenn Ferengi Zahlungsreferenz: Ron VanHouten Empfänger: AT562191795020067973 BIC Empfänger: JDRORJ8G264;02.07.2025;-159,69;EUR;01.07.2025 19:31:30:490
02.07.2025;ONLINE BANKING VOM 01.07 UM 19:34 Empfänger: Delenn Ferengi Zahlungsreferenz: Ron VanHouten Empfänger: AT562191795020067973 BIC Empfänger: JDRORJ8G264;02.07.2025;-7,98;EUR;01.07.2025 19:34:29:672
02.07.2025;ONLINE BANKING VOM 01.07 UM 19:39 Empfänger: Delenn Ferengi Zahlungsreferenz: SoLa WiWö  12 Kids je 250 IBAN Empfänger: AT562191795020067973 BIC Empfänger: JDRORJ8G264;02.07.2025;-3000,00;EUR;01.07.2025 19:39:36:520
02.07.2025;ONLINE BANKING VOM 01.07 UM 19:49 Empfänger: Ginny Ferengi Verwendungszweck: Feuerfarben, Knicklichter, Geordi Data Mona Archer Empfänger: AT353074996780118996 BIC Empfänger: WLJLTL9ZDUC;02.07.2025;-42,03;EUR;01.07.2025 19:49:14:560
03.07.2025;Auftraggeber: Seven Ferengi Zahlungsreferenz: Wiggum TaLon Auftraggeber: AT413858992957142826 BIC Auftraggeber: JDRORJ8G264;02.07.2025;15,00;EUR;02.07.2025 20:47:42:223
04.07.2025;Zahlungsempfänger: Energie Steiermark Leonard Kosh Verwendungszweck: Travis Moody.Nr. 24617784 E Stmk.Leonard Kosh IBAN Zahlungsempfänger: AT479329170656264317 BIC Zahlungsempfänger: SNLDBD0FVWE Empfänger-Kennung: AT479329170656264317 Auftraggeberreferenz: 400191899001 Mandat: 1476508, 01.02.2018;04.07.2025;-196,00;EUR;04.07.2025 01:01:53:647
07.07.2025;ONLINE BANKING VOM 05.07 UM 11:02 Empfänger: Kira Talos Zahlungsreferenz: Lagerbeiträge Odo Ferengi IBAN Empfänger: AT433492017351510693 BIC Empfänger: WLJLTL9ZDUC;07.07.2025;-4821,00;EUR;05.07.2025 11:02:48:963
08.07.2025;Auftraggeber: Terri Cardassia Zahlungsreferenz: Worf Weasley Auftraggeber: AT810106028893490557 BIC Auftraggeber: WLJLTL9ZDUC;08.07.2025;15,00;EUR;08.07.2025 00:59:28:822
28.07.2025;Zahlungsempfänger: A1 Telekom Austria AG Verwendungszweck: A1 IPNAELTO 07/25 361915635/1 001338695733 448332 IBAN Zahlungsempfänger: AT887990026006200335 BIC Zahlungsempfänger: PVOPBWOPYAX Empfänger-Kennung: AT75XRX84898119837 Auftraggeberreferenz: 361915635448332 Mandat: 0006000073278160, 06.02.2018;28.07.2025;-46,32;EUR;28.07.2025 00:42:33:594
01.08.2025;Auftraggeber: Delenn Ferengi Zahlungsreferenz: WiWö SoLa 2025 Überbleibsel IBAN Auftraggeber: AT562191795020067973 BIC Auftraggeber: JDRORJ8G264;01.08.2025;1447,06;EUR;01.08.2025 12:03:41:351
06.08.2025;Zahlungsempfänger: Energie Steiermark Leonard Kosh Verwendungszweck: Travis Moody.Nr. 24617784 E Stmk.Leonard Kosh IBAN Zahlungsempfänger: AT479329170656264317 BIC Zahlungsempfänger: SNLDBD0FVWE Empfänger-Kennung: AT479329170656264317 Auftraggeberreferenz: 400191899001 Mandat: 1476508, 01.02.2018;06.08.2025;-196,00;EUR;06.08.2025 01:00:13:914
07.08.2025;Auftraggeber: Kira Talos Verwendungszweck: Albus Kira Sommerlager 2025 IBAN Auftraggeber: AT433492017351510693 BIC Auftraggeber: WLJLTL9ZDUC;07.08.2025;2620,82;EUR;07.08.2025 00:52:09:591
13.08.2025;ONLINE BANKING VOM 12.08 UM 19:54 Empfänger: Kent Chang Zahlungsreferenz: 9865004795 IBAN Empfänger: AT488835667729512064 BIC Empfänger: BHFPKXRHQWT Auftraggeberreferenz: WiWö Sommerlager;13.08.2025;-177,92;EUR;12.08.2025 19:54:12:796
13.08.2025;ONLINE BANKING VOM 12.08 UM 19:59 Empfänger: Kent Chang Zahlungsreferenz: 9865091376 IBAN Empfänger: AT488835667729512064 BIC Empfänger: BHFPKXRHQWT Auftraggeberreferenz: Odo Ferengi 2025;13.08.2025;-21,12;EUR;12.08.2025 19:59:18:597
18.08.2025;ONLINE BANKING VOM 17.08 UM 11:13 Empfänger: Freeman Spock Zahlungsreferenz: 80056999 IBAN Empfänger: AT362992565363253107 BIC Empfänger: OEVMLFGECFI Auftraggeberreferenz: AR452391;18.08.2025;-124,98;EUR;17.08.2025 11:13:07:351
18.08.2025;ONLINE BANKING VOM 17.08 UM 11:24 Empfänger: Lisa Abe Zahlungsreferenz: 4566434 Graz-12 IBAN Empfänger: AT982831595793553749 BIC Empfänger: RYZBQV1DCTW;18.08.2025;-1392,20;EUR;17.08.2025 11:24:15:283
18.08.2025;ONLINE BANKING VOM 17.08 UM 11:48 Empfänger: Homer Bester Zahlungsreferenz: LK Thxalot Phlox Windu IBAN Empfänger: AT561938153491947690 BIC Empfänger: SNLDBD0FVWE;18.08.2025;-40,00;EUR;17.08.2025 11:48:49:857
18.08.2025;ONLINE BANKING VOM 17.08 UM 11:49 Empfänger: Homer Bester Zahlungsreferenz: LK Thxalot Kira Talos IBAN Empfänger: AT561938153491947690 BIC Empfänger: SNLDBD0FVWE;18.08.2025;-40,00;EUR;17.08.2025 11:49:34:316
18.08.2025;ONLINE BANKING VOM 17.08 UM 11:57 Empfänger: Homer Bester Zahlungsreferenz: LK Thxalot Amidala Hermione Tuvok Empfänger: AT561938153491947690 BIC Empfänger: SNLDBD0FVWE;18.08.2025;-40,00;EUR;17.08.2025 11:57:07:068
